ABC19980108.1830.0711	0	7	event	e1	1	time	1998-01-08
ABC19980108.1830.0711	1	2	event	e3	1	time	beginPoint=before1998-01-08endPoint=before1998-01-08
ABC19980108.1830.0711	1	14	event	e4	1	time	beginPoint=before1998-01-08endPoint=after1998-01-08
ABC19980108.1830.0711	2	15	event	e7	1	time	beginPoint=1998-01-07endPoint=1998-01-08
ABC19980108.1830.0711	3	4	event	e9	1	time	beginPoint=1998-01-07endPoint=1998-01-08
ABC19980108.1830.0711	4	4	event	e10	1	time	1998-01-08
ABC19980108.1830.0711	6	8	event	e147	1	time	beginPoint=1998-01-07endPoint=1998-01-08
ABC19980108.1830.0711	7	16	event	e11	1	time	beginPoint=before1998-01-08endPoint=before1998-01-08
ABC19980108.1830.0711	7	19	event	e376	1	time	beginPoint=before1998-01-08endPoint=before1998-01-08
ABC19980108.1830.0711	9	8	event	e12	1	time	before1998-01-08
ABC19980108.1830.0711	10	4	event	e16	1	time	before1998-01-08
ABC19980108.1830.0711	10	13	event	e17	1	time	before1998-01-08
ABC19980108.1830.0711	10	18	event	e18	1	time	before1998-01-08
ABC19980108.1830.0711	11	1	event	e19	1	time	before1998-01-08
ABC19980108.1830.0711	11	8	event	e20	1	time	before1998-01-08
ABC19980108.1830.0711	11	11	event	e21	1	time	n/a
ABC19980108.1830.0711	13	3	event	e26	1	time	beginPoint=after1998-01-08endPoint=after1998-01-08
ABC19980108.1830.0711	13	12	event	e28	1	time	before1998-01-08
ABC19980108.1830.0711	14	7	event	e30	1	time	after1998-01-08
ABC19980108.1830.0711	15	9	event	e32	1	time	beginPoint=before1998-01-08endPoint=before1998-01-08
ABC19980108.1830.0711	16	2	event	e33	1	time	beginPoint=before1998-01-08endPoint=after1998-01-08
ABC19980108.1830.0711	17	3	event	e34	1	time	beginPoint=before1998-01-08endPoint=after1998-01-08
ABC19980108.1830.0711	18	1	event	e37	1	time	1998-01-08
ABC19980108.1830.0711	18	5	event	e88	1	time	after1997-10-01before1997-10-28
ABC19980108.1830.0711	18	15	event	e91	1	time	1998-01-08
ABC19980108.1830.0711	19	1	event	e39	1	time	beginPoint=before1998-01-08endPoint=before1998-01-08
ABC19980108.1830.0711	19	8	event	e40	1	time	before1998-01-08
ABC19980108.1830.0711	20	1	event	e41	1	time	beginPoint=before1998-01-08endPoint=after1998-01-08
ABC19980108.1830.0711	22	9	event	e42	1	time	beginPoint=after1997-10-01endPoint=before1998-01-08
ABC19980108.1830.0711	22	14	event	e43	1	time	beginPoint=after1997-10-01endPoint=before1998-01-08
ABC19980108.1830.0711	22	17	event	e44	1	time	beginPoint=after1997-10-01before1998-01-08endPoint=after1998-01-08
ABC19980108.1830.0711	22	26	event	e46	1	time	beginPoint=before1998-01-08endPoint=after1998-01-08
ABC19980108.1830.0711	24	2	event	e48	1	time	beginPoint=after1997-10-01before1998-01-08endPoint=after1998-01-08
ABC19980108.1830.0711	24	5	event	e50	1	time	beginPoint=after1997-10-01before1998-01-08endPoint=after1998-01-08
ABC19980108.1830.0711	28	11	event	e52	1	time	beginPoint=after1988-01-01before1988-12-31endPoint=before1998-01-08
ABC19980108.1830.0711	28	15	event	e53	1	time	beginPoint=after1997-10-01before1998-01-08endPoint=after1998-01-08
ABC19980108.1830.0711	28	17	event	e54	1	time	beginPoint=after1998-01-08endPoint=after1998-01-08
ABC19980108.1830.0711	29	1	event	e55	1	time	1998-01-08
ABC19980108.1830.0711	29	7	event	e374	1	time	beginPoint=before1998-01-08endPoint=after1998-01-08
ABC19980108.1830.0711	29	11	event	e56	1	time	1998-01-08
ABC19980108.1830.0711	29	17	event	e59	1	time	after1998-01-08
ABC19980108.1830.0711	30	17	event	e64	1	time	after1998-01-08
ABC19980108.1830.0711	31	2	event	e65	1	time	after1998-01-08
ABC19980108.1830.0711	31	6	event	e66	1	time	after1998-01-08
ABC19980108.1830.0711	31	13	event	e67	1	time	beginPoint=before1998-01-08endPoint=after1998-01-08
ABC19980108.1830.0711	31	15	event	e368	1	time	beginPoint=before1998-01-08endPoint=after1998-01-08
ABC19980114.1830.0611	0	8	event	e1	1	time	1998-01-14
ABC19980114.1830.0611	0	21	event	e2	1	time	before1998-01-14
ABC19980114.1830.0611	1	8	event	e3	1	time	before1998-01-14
ABC19980114.1830.0611	3	9	event	e10	1	time	before1998-01-14
ABC19980114.1830.0611	3	21	event	e13	1	time	before1998-01-14
ABC19980114.1830.0611	4	7	event	e15	1	time	before1998-01-14
ABC19980114.1830.0611	5	14	event	e18	1	time	before1998-01-14
ABC19980114.1830.0611	6	4	event	e19	1	time	before1998-01-14
ABC19980114.1830.0611	6	6	event	e20	1	time	before1998-01-14
ABC19980114.1830.0611	7	2	event	e21	1	time	before1998-01-14
ABC19980114.1830.0611	8	5	event	e22	1	time	before1998-01-14
ABC19980114.1830.0611	8	7	event	e24	1	time	before1998-01-14
ABC19980114.1830.0611	9	6	event	e26	1	time	before1998-01-14
ABC19980114.1830.0611	9	9	event	e60	1	time	before1998-01-14
ABC19980114.1830.0611	10	3	event	e61	1	time	before1998-01-14
ABC19980114.1830.0611	11	4	event	e28	1	time	before1998-01-14
ABC19980114.1830.0611	13	3	event	e30	1	time	before1998-01-14
ABC19980114.1830.0611	13	12	event	e33	1	time	before1998-01-14
ABC19980114.1830.0611	13	15	event	e34	1	time	before1998-01-14
ABC19980114.1830.0611	13	38	event	e36	1	time	before1998-01-14
ABC19980114.1830.0611	14	6	event	e38	1	time	before1998-01-14
ABC19980114.1830.0611	14	11	event	e235	1	time	before1998-01-14
ABC19980114.1830.0611	14	16	event	e43	1	time	before1998-01-14
ABC19980120.1830.0957	1	2	event	e1	1	time	beginPoint=before1998-01-20endPoint=before1998-01-20
ABC19980120.1830.0957	1	4	event	e86	1	time	before1998-01-20
ABC19980120.1830.0957	1	13	event	e2	1	time	beginPoint=before1998-01-20endPoint=before1998-01-20
ABC19980120.1830.0957	1	15	event	e4	1	time	beginPoint=before1998-01-20endPoint=before1998-01-20
ABC19980120.1830.0957	2	5	event	e87	1	time	beginPoint=before1998-01-20endPoint=after1998-01-20
ABC19980120.1830.0957	3	2	event	e7	1	time	beginPoint=before1998-01-20endPoint=after1998-01-20
ABC19980120.1830.0957	3	5	event	e8	1	time	beginPoint=before1998-01-20endPoint=before1998-01-20
ABC19980120.1830.0957	4	2	event	e9	1	time	before1998-01-20
ABC19980120.1830.0957	4	6	event	e11	1	time	after1998-01-20
ABC19980120.1830.0957	6	4	event	e15	1	time	after1998-01-20
ABC19980120.1830.0957	7	2	event	e16	1	time	after1998-01-20
ABC19980120.1830.0957	8	2	event	e18	1	time	after1998-01-20
ABC19980120.1830.0957	8	26	event	e22	1	time	beginPoint=before1998-01-20endPoint=xxxx-xx-xx
ABC19980120.1830.0957	8	28	event	e24	1	time	beginPoint=before1998-01-20endPoint=xxxx-xx-xx
ABC19980120.1830.0957	9	9	event	e26	1	time	beginPoint=before1960-12-31endPoint=xxxx-xx-xx
ABC19980120.1830.0957	9	14	event	e99	1	time	beginPoint=before1960-12-31endPoint=after1998-01-20
ABC19980120.1830.0957	10	7	event	e240	1	time	beginPoint=after1958-01-01before1998-01-20endPoint=after1998-01-20
ABC19980120.1830.0957	10	10	event	e30	1	time	beginPoint=after1958-01-01before1998-01-20endPoint=after1998-01-20
ABC19980120.1830.0957	11	6	event	e32	1	time	before1998-01-20
ABC19980120.1830.0957	11	14	event	e100	1	time	after1998-01-20
ABC19980120.1830.0957	11	16	event	e35	1	time	after1998-01-20
ABC19980120.1830.0957	11	39	event	e38	1	time	beginPoint=before1998-01-20endPoint=after1998-01-20
ABC19980120.1830.0957	12	5	event	e103	1	time	beginPoint=before1998-01-20endPoint=before1998-01-20
ABC19980120.1830.0957	12	8	event	e42	1	time	after1998-01-20
ABC19980120.1830.0957	12	18	event	e44	1	time	beginPoint=before1998-01-20endPoint=after1998-01-20
ABC19980120.1830.0957	12	23	event	e45	1	time	after1998-01-20
ABC19980120.1830.0957	13	6	event	e48	1	time	after1998-01-20
ABC19980120.1830.0957	13	11	event	e50	1	time	beginPoint=after1998-01-20endPoint=after1998-01-20
ABC19980120.1830.0957	14	2	event	e51	1	time	beginPoint=before1998-01-20endPoint=after1998-01-20
ABC19980120.1830.0957	14	5	event	e52	1	time	beginPoint=after1998-01-20endPoint=after1998-01-20
ABC19980120.1830.0957	14	20	event	e53	1	time	beginPoint=after1998-01-20endPoint=after1998-01-20
ABC19980120.1830.0957	16	1	event	e56	1	time	before1998-01-20
ABC19980120.1830.0957	16	7	event	e57	1	time	beginPoint=before1998-01-20endPoint=after1998-01-20
ABC19980120.1830.0957	16	9	event	e59	1	time	after1998-01-20
ABC19980120.1830.0957	16	11	event	e60	1	time	beginPoint=before1998-01-20endPoint=after1998-01-20
ABC19980120.1830.0957	17	6	event	e378	1	time	beginPoint=after1998-01-20endPoint=after1998-01-20
ABC19980120.1830.0957	18	10	event	e63	1	time	after1998-01-20
ABC19980120.1830.0957	18	12	event	e64	1	time	beginPoint=after1998-01-20endPoint=after1998-01-20
ABC19980120.1830.0957	18	19	event	e66	1	time	beginPoint=after1998-01-20endPoint=after1998-01-20
ABC19980120.1830.0957	19	7	event	e67	1	time	after1998-01-20
ABC19980120.1830.0957	19	10	event	e112	1	time	after1998-01-20
ABC19980304.1830.1636	0	4	event	e1	1	time	1998-03-04
ABC19980304.1830.1636	0	11	event	e2	1	time	1998-03-04
ABC19980304.1830.1636	1	8	event	e3	1	time	after1998-03-04before1998-12-31
ABC19980304.1830.1636	1	9	event	e37	1	time	after1998-12-01before1998-12-28
